ID,팔로워,팔로우,업로드 날짜,업로드 시간,장소 태그 여부,계정 태그 여부,해시태그,사진 이름,좋아요 수
__jin.young,954,295,2021-06-06,11:23:06,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '식단', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자', '산', '무등산', '중머리재']",__jin.young_12.png,617
__jin.young,954,295,2021-06-05,17:21:55,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '식단', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자']",__jin.young_13.png,357
__jin.young,954,295,2021-06-04,22:48:31,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '식단', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자', '바디채널수완점']",__jin.young_14.png,326
__jin.young,954,295,2021-06-03,23:57:57,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '식단', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자']",__jin.young_15.png,316
__jin.young,954,295,2021-06-03,18:12:37,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '식단', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자', '커피맛집', '모닝콜러']",__jin.young_17.png,356
__jin.young,954,295,2021-06-02,13:28:30,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '식단', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자']",__jin.young_18.png,311
__jin.young,954,295,2021-05-23,23:49:59,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자']",__jin.young_19.png,448
__jin.young,954,295,2021-05-23,23:42:17,0,0,"['selfie', '운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자', '첨단카페', '광주카페', 'deepgray']",__jin.young_20.png,383
__jin.young,954,295,2021-05-23,16:15:06,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자', '첨단카페', '카페맛집', 'deepgray']",__jin.young_21.png,379
__jin.young,954,295,2021-05-21,13:09:43,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '다이어트식단', '다이어트기록', '자기관리', '눈바디', '관리하는여자']",__jin.young_22.png,178
__jin.young,954,295,2021-05-20,11:51:34,0,0,"['운동하는여자', '운동하는남자', '운동하는직장인', '운동스타그램', '몸스타그램', '헬린이', '헬스타그램', '헬스', '바디프로필', '기록', '일상', '소통', '셀피', '다이어트', '다이어트식단', '다이어트기록', '자기관리', '치과', '치과위생사', '임시치아', '교정', '신창동', '수완지구']",__jin.young_23.png,318
animeandtzuyu,2195,721,2021-06-07,10:58:38,1,1,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'latest', 'alcoholfree']",animeandtzuyu_10.png,787
animeandtzuyu,2195,721,2021-06-06,10:32:28,1,12,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'morning', 'sun']",animeandtzuyu_11.png,923
animeandtzuyu,2195,721,2021-06-03,12:49:45,1,13,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'pretty', 'cute']",animeandtzuyu_14.png,817
animeandtzuyu,2195,721,2021-06-01,12:09:29,1,17,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'portrait']",animeandtzuyu_17.png,790
animeandtzuyu,2195,721,2021-05-29,11:47:17,1,9,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'edits', 'aesthetic']",animeandtzuyu_20.png,692
animeandtzuyu,2195,721,2021-05-20,13:32:24,1,8,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'friends', 'style']",animeandtzuyu_29.png,836
animeandtzuyu,2195,721,2021-05-12,13:24:21,1,10,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'photoshop', 'edits', '쯔위', '트와이스']",animeandtzuyu_38.png,699
animeandtzuyu,2195,721,2021-05-11,11:48:31,1,13,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'work', 'blue', 'pink', 'cute', 'explore']",animeandtzuyu_39.png,808
animeandtzuyu,2195,721,2021-05-06,11:49:40,1,7,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'school', 'schoolgirl']",animeandtzuyu_44.png,874
animeandtzuyu,2195,721,2021-05-05,12:35:58,1,4,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'cap', 'airport']",animeandtzuyu_45.png,957
animeandtzuyu,2195,721,2021-05-04,19:32:09,1,8,"['twice', 'tzuyutwice', 'tzuyu', 'twicetzuyu', 'choutzuyu', 'once', 'jyp', 'bts', 'flawlesstzuyu', 'tzuyuedits', 'happytzuyuday', 'tzuyufancams', 'tzuyupretty', 'kpop', 'blackpink', 'reels', 'quotes', 'newmusic', 'dance', 'comment', 'love', 'animeandtzuyu', 'beauty', '소통', '소통해요', '셀스타그램', 'tzuyuedits', 'dog', 'dog', 'dogsofinstagram', 'doglovers']",animeandtzuyu_46.png,372
kkkhhh38,7537,575,2021-06-08,12:19:32,1,1,"['카페데이지', '장유카페', '김해신상카페', '김해카페', '장유율하카페거리', '부산카페', '부산신상카페', '울산카페', '대구카페', '좋아요반사', '선팔하면맞팔', '신상카페', '가오픈', '가오픈카페', '빈티지카페', '감성카페', '분위기좋은카페', '카페추천', '장유카페', '카페스타그램', '카페그램', '카페인테리어', '온더테이블', '인테리어그램', '인스타감성', '아이폰', '핫플', '소통', '디저트카페']",kkkhhh38_13.png,679
kkkhhh38,7537,575,2021-06-06,18:15:59,1,1,"['로우앤스윗', '부산카페', '부산신상카페', '부산가오픈카페', '해리단길카페', '해운대카페', '전포카페', '울산카페', '대구카페', '좋아요반사', '선팔하면맞팔', '신상카페', '가오픈', '가오픈카페', '카페투어', '감성카페', '분위기좋은카페', '카페추천', '로우앤스윗해운대', '카페스타그램', '카페그램', '카페인테리어', '온더테이블', '인테리어그램', '인스타감성', '아이폰', '핫플', '소통', '디저트카페']",kkkhhh38_14.png,627
